ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,,Traffic_Level,Distance (km),TARGET
B822,COIMBRES18DEL01,36,4.6,11.02091,76.940432,11.03091,76.950432,Meal ,motorcycle ,24.77,73,0,mist,,Very Low,2.31,11.23333333
77AC,SURRES05DEL03,32,4.9,21.175104,72.804342,21.265104,72.894342,Snack ,motorcycle ,22.86,43,0,clear sky,,High,17.94,40.21666667
C5F0,DEHRES06DEL03,33,4.8,30.361281,78.068022,30.501281,78.208022,Drinks ,motorcycle ,9.18,82,0,clear sky,,Very High,59.84,156.7166667
E2A,SURRES07DEL02,37,4.9,21.170798,72.790489,21.220798,72.840489,Drinks ,motorcycle ,23.11,43,0,clear sky,,Low,9.3,29.21666667
532E,CHENRES06DEL02,36,4.7,13.054347,80.257221,13.134347,80.337221,Snack ,scooter ,26.42,87,0,scattered clouds,,Very High,17.62,58.51666667
2936,JAPRES05DEL01,39,4.6,26.905287,75.794592,27.015287,75.904592,Snack ,motorcycle ,19.88,46,0,clear sky,,High,20.64,45.8
7572,MUMRES08DEL01,38,4.6,19.065838,72.832658,19.105838,72.872658,Meal ,motorcycle ,26.97,44,0,smoke,,Moderate,9.58,33.05
8915,CHENRES17DEL02,23,4.7,13.045479,80.23311,13.125479,80.31311,Snack ,motorcycle ,26.42,88,0,scattered clouds,,Very High,20.22,61.43333333
AACC,PUNERES16DEL02,30,4.7,18.536718,73.830327,18.586718,73.880327,Snack ,motorcycle ,19.25,65,0,clear sky,,Moderate,12.73,32.38333333
D0C5,DEHRES04DEL02,29,4.6,30.340722,78.060221,30.360722,78.080221,Drinks ,motorcycle ,16.03,76,0,clear sky,,Very Low,4.4,19.18333333
AA16,MUMRES11DEL01,28,4.7,18.994237,72.825553,19.004237,72.835553,Meal ,motorcycle ,26.99,44,0,smoke,,Low,3.81,18.71666667
4C24,PUNERES15DEL01,28,4.9,18.636215,73.751081,18.646215,73.761081,Meal ,motorcycle ,19.08,65,0,few clouds,,Low,5.03,15.58333333
2B23,MUMRES17DEL01,30,4.1,19.121999,72.908493,19.131999,72.918493,Buffet ,motorcycle ,26.69,44,0,smoke,,Low,2.81,18.68333333
458C,INDORES010DEL01,34,4.9,22.75004,75.902847,22.86004,76.012847,Meal ,electric_scooter ,17.31,53,0,clear sky,,High,24.02,39.45
334C,JAPRES12DEL03,35,5,26.902908,75.792934,26.962908,75.852934,Snack ,scooter ,19.67,68,0,haze,,Moderate,10.48,29.26666667
1806,VADRES01DEL01,39,4.6,22.307898,73.167788,22.347898,73.207788,Drinks ,motorcycle ,22.83,43,0,clear sky,,Low,8.49,26.55
AB24,COIMBRES010DEL02,38,3.8,11.003008,76.97544,11.133009,77.10544,Meal ,motorcycle ,25.18,73,0,mist,,Very High,24.82,49.13333333
8EFA,MUMRES19DEL02,36,4.6,19.131141,72.813074,19.26114,72.943074,Snack ,scooter ,25.56,47,0,clear sky,,Very High,35.1,84.13333333
1CE3,RANCHIRES03DEL01,33,4,0,0,0.04,0.04,Buffet ,motorcycle ,26.28,85,0,broken clouds,,N/A,N/A,#VALUE!
2.60E+01,PUNERES06DEL02,36,4.4,18.546258,73.904337,18.626258,73.984337,Buffet ,motorcycle ,19.37,65,0,clear sky,,High,17.23,43.75
143C,RANCHIRES11DEL01,37,4.6,23.359194,85.325447,23.369194,85.335447,Meal ,motorcycle ,15.99,94,0,mist,,Very Low,1.9,9.9
8F98,COIMBRES17DEL02,24,4.8,11.026117,76.944652,11.106117,77.024652,Buffet ,scooter ,24.98,73,0,mist,,High,16.91,36
7255,VADRES07DEL03,21,4.3,0,0,0.09,0.09,Meal ,electric_scooter ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
71A5,RANCHIRES14DEL02,32,4.8,0,0,0.02,0.02,Meal ,scooter ,26.29,85,0.11,light rain,,N/A,N/A,#N/A
A8D1,HYDRES17DEL01,30,4.8,17.451976,78.385883,17.461976,78.395883,Drinks ,motorcycle ,21.31,65,0,broken clouds,,Very Low,3.86,19.83333333
4DE5,MUMRES17DEL01,20,4.4,19.121999,72.908493,19.231999,73.018493,Drinks ,motorcycle ,27.05,48,0,clear sky,,Very High,20.97,55.85
A37F,MYSRES02DEL01,37,4.8,12.304569,76.643622,12.374569,76.713622,Drinks ,scooter ,18.32,82,0,broken clouds,,High,20.33,54.61666667
8DBC,MYSRES15DEL02,30,4.7,12.352058,76.60665,12.432058,76.68665,Meal ,motorcycle ,18.36,82,0,scattered clouds,,High,19.47,34.16666667
A06C,CHENRES13DEL03,21,3.7,13.027018,80.254791,13.087018,80.314791,Buffet ,motorcycle ,26.48,88,0,mist,,Moderate,11.05,35.5
62C4,VADRES18DEL02,32,3.9,0,0,0.13,0.13,Drinks ,scooter ,26.27,84,0,overcast clouds,,N/A,N/A,#VALUE!
2095,CHENRES010DEL01,21,4.8,13.066762,80.251865,13.106762,80.291865,Meal ,electric_scooter ,26.36,88,0,mist,,Low,9.62,23.73333333
BAE8,MUMRES07DEL01,20,4.8,19.091458,72.827808,19.101458,72.837808,Buffet ,motorcycle ,27.03,44,0,smoke,,Low,3.78,19.6
B921,MYSRES16DEL01,22,4.7,12.316967,76.603067,12.426967,76.713067,Buffet ,motorcycle ,18.4,82,0,broken clouds,,High,23.19,36.66666667
D4D,COIMBRES010DEL03,29,4.6,11.003008,76.97544,11.063009,77.03544,Snack ,scooter ,24.92,73,0,mist,,Moderate,11.58,29.76666667
C755,BHPRES16DEL02,36,4.5,23.264015,77.408236,23.344015,77.488236,Meal ,motorcycle ,18.25,57,0,clear sky,,Moderate,13.84,28.28333333
DA5F,GOARES07DEL03,30,3.8,15.561295,73.749478,15.651295,73.839478,Drinks ,scooter ,25.97,60,0,scattered clouds,,High,23.69,49.55
C3A9,BHPRES010DEL01,25,4.7,23.266261,77.379605,23.336261,77.449605,Snack ,motorcycle ,18.46,57,0,clear sky,,High,19.42,36.56666667
A910,VADRES15DEL03,33,4.8,0,0,0.09,0.09,Drinks ,motorcycle ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
23FB,INDORES01DEL01,38,4.3,22.695207,75.866059,22.705207,75.876059,Snack ,motorcycle ,17.06,72,0,haze,,Very Low,1.95,11.55
C2DE,BHPRES03DEL02,35,4.1,23.214294,77.435361,23.344294,77.565361,Meal ,motorcycle ,18.27,58,0,clear sky,,Very High,29.43,56.76666667
4DA4,BANGRES17DEL03,24,4.6,12.972532,77.608179,13.002532,77.638179,Snack ,scooter ,19.51,92,0,mist,,Low,6.04,26.78333333
A5B1,RANCHIRES07DEL03,33,4.9,23.359407,85.325055,23.419407,85.385055,Drinks ,motorcycle ,16.27,94,0,mist,,High,11.78,43.76666667
2918,MYSRES09DEL02,32,4.5,12.323194,76.630583,12.453194,76.760583,Buffet ,motorcycle ,18.02,82,0,broken clouds,,High,25.47,43.11666667
B788,HYDRES13DEL03,20,4.2,17.431477,78.40035,17.521477,78.49035,Snack ,motorcycle ,21.19,64,0,overcast clouds,,High,22.48,51.91666667
2741,MUMRES17DEL02,23,4.6,19.121999,72.908493,19.201999,72.988493,Buffet ,scooter ,27.05,44,0,smoke,,High,18.87,47.28333333
775E,SURRES02DEL03,23,4.7,21.186608,72.794136,21.216608,72.824136,Buffet ,electric_scooter ,23.21,43,0,clear sky,,Low,5.58,14.73333333
DE62,DEHRES05DEL01,39,4.6,30.346994,78.062543,30.416994,78.132543,Meal ,motorcycle ,12.95,78,0,clear sky,,High,16.01,43.96666667
B04E,HYDRES19DEL01,25,5,17.458998,78.500366,17.468998,78.510366,Snack ,motorcycle ,21.32,64,0,broken clouds,,Very Low,2.13,12.2
40AF,SURRES01DEL01,27,4.1,21.186438,72.794115,21.296438,72.904115,Buffet ,electric_scooter ,22.84,43,0,clear sky,,High,20.21,39.9
2C59,COIMBRES19DEL02,33,4.7,11.022298,76.998349,11.042298,77.018349,Drinks ,motorcycle ,24.84,73,0,mist,,Low,4.61,26.03333333
D56,CHENRES02DEL01,29,4.6,13.086438,80.220672,13.126439,80.260672,Meal ,motorcycle ,26.32,88,0,mist,,Moderate,10.88,33.48333333
CBE,MUMRES09DEL01,21,4.5,18.994049,72.825203,19.034049,72.865203,Buffet ,motorcycle ,27.02,44,0,smoke,,Moderate,8,28.9
678D,VADRES02DEL03,39,4.7,0,0,0.03,0.03,Drinks ,motorcycle ,26.28,85,0.1,light rain,,N/A,N/A,#N/A
B40E,COIMBRES08DEL01,29,4.7,11.001852,76.976268,11.111852,77.086268,Snack ,motorcycle ,25.14,73,0,mist,,High,20.42,49.13333333
8C80,CHENRES06DEL02,25,4.6,13.054347,80.257221,13.184347,80.387221,Meal ,motorcycle ,26.4,73,0,scattered clouds,,Very High,28.99,65.36666667
C723,KOCRES14DEL01,29,4.7,10.027014,76.308053,10.067014,76.348053,Buffet ,scooter ,23.99,88,0,mist,,Low,7.35,22.58333333
5883,PUNERES06DEL02,34,5,18.546258,73.904337,18.626258,73.984337,Snack ,motorcycle ,19.37,65,0,clear sky,,High,17.23,45.81666667
34DB,SURRES19DEL02,34,4.6,21.149669,72.772629,21.279669,72.902629,Drinks ,scooter ,22.85,43,0,clear sky,,Very High,25.4,55.05
2B90,MUMRES08DEL01,33,5,19.065838,72.832658,19.075838,72.842658,Meal ,motorcycle ,27.01,44,0,smoke,,Very Low,2.19,15.21666667
C55E,KOCRES01DEL03,27,4.6,9.979363,76.285001,10.069363,76.375001,Snack ,motorcycle ,22.91,94,0,mist,,High,17.69,47.01666667
9F5E,JAPRES03DEL03,27,4.7,26.913483,75.803139,26.973483,75.863139,Meal ,motorcycle ,19.57,68,0,haze,,Moderate,11.77,28.33333333
5174,MYSRES11DEL03,24,4.5,12.323225,76.630028,12.383225,76.690028,Drinks ,motorcycle ,18.37,81,0,broken clouds,,Moderate,15.01,38.15
5906,RANCHIRES17DEL03,25,4.9,23.374878,85.335739,23.434878,85.395739,Drinks ,motorcycle ,16.23,94,0,mist,,Moderate,17.81,40.61666667
6814,CHENRES010DEL02,23,4.9,13.066762,80.251865,13.116762,80.301865,Meal ,motorcycle ,26.39,88,0,scattered clouds,,High,14.08,35.78333333
C848,BHPRES15DEL03,27,4.3,23.234249,77.434007,23.264249,77.464007,Snack ,motorcycle ,18.34,57,0,clear sky,,Low,7.11,19.55
7900,BANGRES06DEL01,29,4.5,12.979096,77.640625,12.989096,77.650625,Snack ,motorcycle ,19.54,92,0,mist,,Very Low,1.79,12.36666667
6.20E+06,INDORES17DEL02,24,4.9,22.761226,75.887522,22.891226,76.017522,Drinks ,motorcycle ,17.22,53,0,clear sky,,Very High,26.83,58.1
D8E2,GOARES17DEL03,27,4.6,15.496162,73.825364,15.586162,73.915364,Snack ,scooter ,25.88,61,0,scattered clouds,,Very High,21.77,54.8
3.00E+56,COIMBRES04DEL03,24,4.7,11.024839,77.007003,11.084839,77.067003,Drinks ,motorcycle ,24.96,73,0,mist,,Moderate,11.45,36.63333333
8295,SURRES01DEL02,32,4.9,21.186438,72.794115,21.266438,72.874115,Snack ,electric_scooter ,22.9,43,0,clear sky,,High,18,38.7
72EA,VADRES14DEL03,28,4.7,22.311603,73.165012,22.371603,73.225012,Meal ,motorcycle ,19.01,82,0,haze,,Low,11.07,21.93333333
72A3,CHENRES12DEL01,24,4.9,12.972793,80.249982,13.042793,80.319982,Buffet ,scooter ,26.54,87,0,mist,,High,17.26,42.75
A61D,JAPRES08DEL01,21,4.6,26.910262,75.783013,26.920262,75.793013,Drinks ,scooter ,19.62,68,0,haze,,Very Low,3.21,19.2
472A,INDORES20DEL02,23,4.5,22.732225,75.874765,22.812225,75.954765,Snack ,motorcycle ,17.18,72,0,haze,,High,17.09,42.33333333
633F,JAPRES01DEL02,37,4.2,26.90519,75.810753,26.95519,75.860753,Drinks ,scooter ,19.9,68,0,haze,,Moderate,9.41,32.11666667
967E,HYDRES16DEL01,22,4.9,17.440827,78.393391,17.450827,78.403391,Meal ,scooter ,21.32,65,0,broken clouds,,Very Low,2.5,10.4
52D3,PUNERES01DEL02,33,4.8,18.569156,73.774723,18.649156,73.854723,Meal ,scooter ,18.92,65,0,clear sky,,High,19.29,41.01666667
DD4,RANCHIRES06DEL02,29,4.6,23.357804,85.325146,23.487804,85.455146,Drinks ,motorcycle ,16.22,67,0,clear sky,,High,22.26,51.65
DBAD,KOCRES05DEL02,32,3.6,9.970717,76.285447,10.050717,76.365447,Snack ,scooter ,22.94,94,0,mist,,High,16.22,43.46666667
5F81,JAPRES11DEL03,38,5,26.90294,75.793007,26.96294,75.853007,Snack ,scooter ,19.67,68,0,haze,,Moderate,10.48,29.25
7FCD,RANCHIRES01DEL01,24,4.5,23.416792,85.316842,23.426792,85.326842,Snack ,scooter ,16.12,94,0,mist,,Very Low,3.81,17.55
D4A8,LUDHRES02DEL03,35,5,0,0,0.09,0.09,Snack ,motorcycle ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
9511,COIMBRES20DEL03,32,4.9,10.994136,76.963303,11.084136,77.053303,Meal ,scooter ,24.97,73,0,mist,,High,17.5,39.63333333
B6C3,JAPRES12DEL02,20,4.6,26.902908,75.792934,26.952908,75.842934,Meal ,motorcycle ,19.77,68,0,haze,,Moderate,9.3,23.05
1D65,RANCHIRES06DEL01,37,4.2,23.357804,85.325146,23.467804,85.435146,Meal ,motorcycle ,16.29,67,0,clear sky,,High,19.56,34.68333333
2548,BANGRES04DEL02,27,4.8,12.98041,77.640489,13.11041,77.770489,Buffet ,scooter ,19.04,93,0,fog,,High,29.61,46.85
1013,COIMBRES03DEL01,28,4.9,11.025083,77.015393,11.135083,77.125393,Meal ,motorcycle ,25.16,73,0,mist,,High,22.72,44.78333333
2F7B,CHENRES07DEL01,38,4.3,13.081878,80.248519,13.151878,80.318519,Snack ,motorcycle ,26.39,87,0,scattered clouds,,Very High,19.45,60.85
BCF2,HYDRES12DEL01,31,4.6,17.429585,78.392621,17.469585,78.432621,Snack ,motorcycle ,21.42,65,0,broken clouds,,Moderate,9.43,30.61666667
6892,INDORES08DEL01,38,4.8,22.725748,75.898497,22.835748,76.008497,Drinks ,motorcycle ,17.28,53,0,clear sky,,High,22.12,46.18333333
3AC7,BANGRES07DEL02,26,4.6,12.978453,77.643685,13.058453,77.723685,Snack ,scooter ,19.37,93,0,mist,,High,22.72,42.76666667
B9A6,HYDRES15DEL03,39,4.9,17.45971,78.368855,17.48971,78.398855,Meal ,motorcycle ,21.22,65,0,broken clouds,,Low,6.97,17.45
A08,RANCHIRES09DEL03,26,4.7,23.351058,85.325731,23.381058,85.355731,Snack ,scooter ,16.07,94,0,mist,,Low,6.09,27.56666667
4DE7,MUMRES08DEL02,31,4.5,19.065838,72.832658,19.115838,72.882658,Drinks ,scooter ,26.94,44,0,smoke,,High,11.13,47.7
6D9C,CHENRES04DEL01,35,4.4,13.02978,80.208812,13.09978,80.278812,Meal ,scooter ,26.36,88,0,mist,,High,15.3,36.56666667
1730,RANCHIRES05DEL03,38,4.8,23.355164,85.324097,23.415164,85.384097,Meal ,scooter ,16.17,94,0,mist,,High,11.5,34
D425,DEHRES17DEL03,34,4.9,30.327968,78.046106,30.467968,78.186106,Snack ,electric_scooter ,7.87,80,0,clear sky,,Very High,41.8,98.36666667
16C0,MUMRES09DEL01,29,4.6,18.994049,72.825203,19.104049,72.935203,Drinks ,scooter ,27.01,44,0,smoke,,High,18.49,53.25
2529,MUMRES15DEL01,34,4.6,19.176269,72.836721,19.286269,72.946721,Buffet ,scooter ,27.04,48,0,clear sky,,Very High,24.56,63.73333333
A55D,BANGRES19DEL01,36,4.6,12.914264,77.6784,12.954264,77.7184,Buffet ,motorcycle ,19.79,93,0,mist,,High,11.82,39.93333333
6976,HYDRES17DEL01,26,4.7,17.451976,78.385883,17.521976,78.455883,Drinks ,scooter ,21.3,64,0,broken clouds,,High,14.76,46.98333333
B78D,MUMRES13DEL03,26,4.9,19.178321,72.834715,19.208321,72.864715,Buffet ,motorcycle ,26.92,44,0,smoke,,Low,6.26,27.68333333
F7F,JAPRES01DEL01,26,5,26.90519,75.810753,26.94519,75.850753,Buffet ,motorcycle ,19.74,68,0,haze,,Low,7.87,21.68333333
E0EB,KOCRES02DEL01,35,5,10.028047,76.310019,10.068047,76.350019,Buffet ,scooter ,23.99,88,0,mist,,Moderate,8.28,26.01666667
1C6F,SURRES14DEL03,25,4.6,21.157729,72.768726,21.247729,72.858726,Meal ,motorcycle ,22.93,43,0,clear sky,,High,16.07,32.21666667
7E6C,RANCHIRES19DEL02,26,4.7,23.333017,85.3172,23.413017,85.3972,Meal ,motorcycle ,16.23,94,0,mist,,High,13.3,35.48333333
7B66,JAPRES12DEL02,32,4.3,26.902908,75.792934,26.922908,75.812934,Snack ,motorcycle ,19.6,68,0,haze,,Low,3.77,16.51666667
D44A,KNPRES08DEL01,27,4.7,0,0,0.01,0.01,Meal ,electric_scooter ,26.29,85,0.12,light rain,,N/A,N/A,#N/A
640D,MYSRES09DEL02,20,4.8,12.323194,76.630583,12.373194,76.680583,Snack ,scooter ,18.38,81,0,broken clouds,,Moderate,10.65,32.83333333
BC33,PUNERES17DEL01,37,5,18.530963,73.828972,18.570963,73.868972,Meal ,motorcycle ,19.33,65,0,clear sky,,Moderate,11.33,26.33333333
6D1B,RANCHIRES010DEL02,36,4.6,23.354422,85.3329,23.404422,85.3829,Snack ,motorcycle ,17.59,68,0,clear sky,,Low,8.3,24.83333333
3164,BANGRES13DEL01,33,4.4,12.935662,77.61413,13.045662,77.72413,Snack ,scooter ,19.45,93,0,mist,,Very High,26.52,54.06666667
65A5,BANGRES11DEL01,39,5,12.934365,77.616155,12.944365,77.626155,Snack ,scooter ,19.8,91,0,mist,,Low,2.69,20.16666667
14C1,CHENRES03DEL02,23,4.7,13.091809,80.219104,13.171809,80.299104,Drinks ,motorcycle ,26.31,88,0,scattered clouds,,High,21.29,51.61666667
2F9F,MYSRES010DEL01,21,4.1,12.321214,76.621094,12.361214,76.661094,Buffet ,motorcycle ,18.34,81,0,broken clouds,,Low,8.87,21.33333333
3FC2,PUNERES11DEL03,27,3.5,18.533811,73.899315,18.593811,73.959315,Drinks ,motorcycle ,19.09,65,0,clear sky,,High,15.59,42.66666667
6F31,MYSRES08DEL02,30,4.6,12.297954,76.665169,12.427954,76.795169,Snack ,scooter ,17.65,82,0,broken clouds,,Very High,25.66,60.15
A70,CHENRES12DEL01,24,4.6,12.972793,80.249982,12.982793,80.259982,Buffet ,scooter ,26.36,88,0,mist,,Very Low,3.18,14.03333333
3CF0,RANCHIRES14DEL01,28,4.8,0,0,0.04,0.04,Buffet ,scooter ,26.28,85,0,broken clouds,,N/A,N/A,#VALUE!
152E,VADRES02DEL02,25,5,0,0,0.13,0.13,Snack ,scooter ,26.27,84,0,overcast clouds,,N/A,N/A,#VALUE!
A8A2,RANCHIRES17DEL02,24,4.6,23.374878,85.335739,23.424878,85.385739,Meal ,electric_scooter ,16.27,94,0,mist,,High,10.37,35.71666667
DDA,RANCHIRES02DEL02,29,4.6,0,0,0.08,0.08,Drinks ,scooter ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
8F4E,BANGRES02DEL03,23,4.5,12.970221,77.645396,13.030221,77.705396,Snack ,scooter ,19.52,93,0,mist,,Moderate,17.76,37.06666667
923D,HYDRES02DEL01,20,4.2,17.41233,78.449654,17.48233,78.519654,Meal ,motorcycle ,21.27,64,0,broken clouds,,High,14.01,32.78333333
9D3C,MUMRES12DEL02,32,4.8,19.207222,72.972281,19.227222,72.992281,Buffet ,motorcycle ,27.01,48,0,clear sky,,Low,3.86,14.65
BFD3,BHPRES02DEL02,36,3.8,0,0,0.13,0.13,Meal ,scooter ,26.27,84,0,overcast clouds,,N/A,N/A,#VALUE!
BC1D,HYDRES20DEL02,21,4.8,17.483216,78.552111,17.503216,78.572111,Drinks ,scooter ,21.41,64,0,broken clouds,,Low,3.75,22.13333333
984A,MUMRES04DEL02,31,4.9,19.254567,72.848923,19.274567,72.868923,Meal ,scooter ,27.02,47,0,clear sky,,Moderate,5.17,21.55
2279,RANCHIRES09DEL02,38,4.9,23.351058,85.325731,23.401058,85.375731,Meal ,scooter ,17.59,68,0,clear sky,,Moderate,9.57,22.76666667
8468,BANGRES11DEL02,24,4.5,12.934365,77.616155,12.984365,77.666155,Drinks ,scooter ,19.75,92,0,mist,,High,11.72,44.05
6EF3,RANCHIRES14DEL01,24,4.5,0,0,0.11,0.11,Meal ,motorcycle ,26.27,84,0,overcast clouds,,N/A,N/A,#VALUE!
3208,JAPRES20DEL03,20,4.7,26.956431,75.776649,27.046431,75.866649,Meal ,scooter ,19.48,46,0,clear sky,,Very High,25.07,52.43333333
7024,MYSRES06DEL01,23,5,12.323994,76.626167,12.363994,76.666167,Meal ,scooter ,18.37,81,0,broken clouds,,Moderate,8.46,22.4
9112,MUMRES05DEL02,20,4.9,18.927584,72.832585,19.057584,72.962585,Snack ,motorcycle ,27.05,44,0,smoke,,High,25.2,51.03333333
9898,PUNERES16DEL03,29,4.8,18.536718,73.830327,18.626718,73.920327,Meal ,motorcycle ,19.01,65,0,clear sky,,High,18.99,41.68333333
2452,MYSRES13DEL02,30,4.6,12.310972,76.659264,12.440972,76.789264,Drinks ,motorcycle ,17.65,82,0,broken clouds,,High,27.2,54.9
5A84,RANCHIRES01DEL03,27,4.8,23.416792,85.316842,23.446792,85.346842,Drinks ,motorcycle ,16.18,94,0,mist,,Low,12.59,26.36666667
DD0,INDORES15DEL02,29,4.6,22.760072,75.892574,22.810072,75.942574,Snack ,motorcycle ,17.16,72,0,haze,,Moderate,11.03,29
ADF8,BANGRES02DEL03,22,4.6,12.970221,77.645396,13.060221,77.735396,Snack ,motorcycle ,19.19,93,0,mist,,High,22.82,42.35
11EC,PUNERES13DEL01,34,4.9,18.56245,73.916619,18.57245,73.926619,Buffet ,scooter ,19.18,65,0,clear sky,,Very Low,2.11,11.98333333
414E,PUNERES06DEL03,21,5,18.546258,73.904337,18.606258,73.964337,Snack ,motorcycle ,18.95,65,0,clear sky,,High,13.24,37.38333333
DF2A,KOCRES03DEL03,39,4.9,10.020683,76.310631,10.080683,76.370631,Snack ,scooter ,22.88,94,0,mist,,Moderate,12.86,36.55
5971,RANCHIRES05DEL02,27,4.8,23.355164,85.324097,23.375164,85.344097,Drinks ,scooter ,17.66,68,0,clear sky,,Low,4.41,20.78333333
4B79,VADRES19DEL03,24,4.4,22.311844,73.165081,22.371844,73.225081,Drinks ,motorcycle ,19.01,82,0,haze,,Moderate,11.09,31
3C5C,RANCHIRES09DEL01,30,4.6,23.351058,85.325731,23.361058,85.335731,Drinks ,electric_scooter ,17.72,68,0,clear sky,,Very Low,2.72,18.18333333
60D,MYSRES15DEL02,29,4.6,12.352058,76.60665,12.482058,76.73665,Buffet ,motorcycle ,18.03,82,0,scattered clouds,,Very High,28.41,51.8
4B9E,VADRES04DEL01,35,4.7,0,0,0.07,0.07,Buffet ,motorcycle ,26.28,84,0,broken clouds,,N/A,N/A,#VALUE!
78B5,JAPRES02DEL01,27,4.9,26.914142,75.805704,26.924142,75.815704,Snack ,motorcycle ,19.62,68,0,haze,,Very Low,2.54,12.73333333
9209,JAPRES02DEL01,32,4.5,26.914142,75.805704,26.924142,75.815704,Snack ,scooter ,19.62,68,0,haze,,Very Low,2.54,12.73333333
7.00E+99,PUNERES07DEL01,25,4.5,18.546947,73.900626,18.586947,73.940626,Snack ,motorcycle ,19.2,65,0,clear sky,,Moderate,10.27,29.38333333
C92A,KOCRES13DEL03,21,4,9.991703,76.293136,10.051703,76.353136,Meal ,scooter ,22.92,94,0,mist,,Moderate,12.64,29.86666667
8AE2,JAPRES01DEL02,23,4.8,26.90519,75.810753,26.92519,75.830753,Meal ,motorcycle ,19.61,68,0,haze,,Low,4.09,13.91666667
7C07,PUNERES05DEL02,21,4.7,18.543626,73.905101,18.593626,73.955101,Drinks ,motorcycle ,19.09,65,0,clear sky,,Moderate,11.3,35.88333333
857F,JAPRES08DEL02,39,5,26.910262,75.783013,27.040262,75.913013,Drinks ,motorcycle ,19.88,47,0,clear sky,,High,26.86,53.55
E1CD,KOCRES12DEL02,33,4.7,9.988483,76.295211,10.038483,76.345211,Meal ,scooter ,22.98,94,0,mist,,Moderate,10.96,27.98333333
29A3,SURRES14DEL02,31,4.5,21.157729,72.768726,21.237729,72.848726,Buffet ,scooter ,22.99,43,0,clear sky,,Moderate,14.17,31.46666667
6B64,JAPRES13DEL02,39,4.7,26.846156,75.8023,26.976156,75.9323,Buffet ,electric_scooter ,20,46,0,clear sky,,High,24.02,46.5
45A0,VADRES01DEL02,22,4,22.307898,73.167788,22.327898,73.187788,Meal ,motorcycle ,22.92,42,0,clear sky,,Low,5.41,11.5
9A19,PUNERES02DEL03,25,5,18.55144,73.804855,18.64144,73.894855,Meal ,motorcycle ,19.12,65,0,clear sky,,Very High,22.29,46.88333333
362F,COIMBRES12DEL01,38,4.9,11.000762,76.981876,11.010762,76.991876,Buffet ,motorcycle ,24.9,73,0,mist,,Very Low,2.51,14.18333333
9B71,BANGRES18DEL03,32,4.6,12.913041,77.683237,12.973041,77.743237,Drinks ,scooter ,19.77,93,0,mist,,High,18.39,51.76666667
36BF,INDORES010DEL02,28,4.5,22.75004,75.902847,22.83004,75.982847,Buffet ,scooter ,17.25,53,0,clear sky,,Moderate,16.81,29.63333333
C497,AURGRES11DEL01,28,4.5,0,0,0.11,0.11,Buffet ,scooter ,26.27,84,0,overcast clouds,,N/A,N/A,#VALUE!
B6B0,PUNERES16DEL02,21,4.6,18.536718,73.830327,18.556718,73.850327,Snack ,scooter ,19.25,65,0,clear sky,,Low,5.55,16.65
DFB6,KNPRES16DEL01,32,4.7,26.482581,80.315628,26.552581,80.385628,Meal ,scooter ,21.73,56,0,clear sky,,High,15.16,36.66666667
D4F6,KNPRES06DEL03,39,5,0,0,0.09,0.09,Buffet ,scooter ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
8837,MUMRES03DEL02,25,4.5,19.22384,72.841347,19.24384,72.861347,Meal ,motorcycle ,26.94,44,0,smoke,,Low,5.06,22.38333333
138C,VADRES20DEL02,29,4.6,22.311358,73.164798,22.441358,73.294798,Buffet ,motorcycle ,18.92,82,0,haze,,High,23.78,38.38333333
8CDD,JAPRES14DEL01,31,4.7,26.88842,75.800689,26.92842,75.840689,Meal ,scooter ,19.64,68,0,haze,,Moderate,7.73,23.45
BF84,GOARES07DEL01,29,4.6,15.561295,73.749478,15.671295,73.859478,Snack ,motorcycle ,25.94,60,0,few clouds,,High,23.39,48.66666667
93B2,MUMRES01DEL02,36,4.8,19.12663,72.829976,19.20663,72.909976,Buffet ,motorcycle ,25.76,44,0,smoke,,Very High,19.35,63.81666667
82CF,PUNERES09DEL02,24,5,18.536562,73.896485,18.556562,73.916485,Drinks ,scooter ,19.26,64,0,clear sky,,Low,4.66,25.3
8D12,VADRES13DEL02,24,4.2,22.310237,73.158921,22.360237,73.208921,Drinks ,motorcycle ,19.01,82,0,haze,,Low,11.76,29.96666667
8DBF,SURRES17DEL01,25,4.6,21.149569,72.772697,21.259569,72.882697,Buffet ,motorcycle ,22.89,43,0,clear sky,,High,24.21,45.23333333
BB9B,COIMBRES03DEL01,26,4.8,11.025083,77.015393,11.065083,77.055393,Snack ,motorcycle ,25.07,73,0,mist,,Low,8.84,26.86666667
C222,GOARES16DEL02,31,4.5,15.498603,73.826911,15.548603,73.876911,Buffet ,motorcycle ,25.98,60,0,scattered clouds,,Moderate,10.51,34.65
79A9,MUMRES20DEL03,29,4.7,19.103249,72.846749,19.163249,72.906749,Meal ,motorcycle ,26.69,44,0,smoke,,Very High,19.24,53.61666667
